run_id,seed,controller,scenario,cycle_idx,t_obs,t_orient,t_dec,t_LG,L_dec_ms,L_LG_ms,L_tot_ms,route,proposed_action,executed_action,gt_action,lg_blocked,slm_raw_completion_ms,cpu_temp_C,rss_mb
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM,isolated,45,1783184424.6052,1783184424.6052,1783184427.2425,1783184427.2425,2637.2436,0.0026,659.5298,slm,continue_operation,emergency_stop,emergency_stop,True,2636.74,60.0,892.7
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM,isolated,46,1783184425.265,1783184425.2651,1783184427.3184,1783184427.3184,2053.2672,0.0069,513.5942,slm,continue_operation,emergency_stop,emergency_stop,True,2052.601,61.1,892.7
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM,isolated,47,1783184425.7792,1783184425.7793,1783184428.1844,1783184428.1844,2404.8688,0.0074,601.6346,slm,continue_operation,emergency_stop,emergency_stop,True,2404.166,59.0,892.7
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM,isolated,48,1783184426.3815,1783184426.3815,1783184428.6246,1783184428.6246,2242.866,0.0066,561.1348,slm,continue_operation,emergency_stop,emergency_stop,True,2242.142,61.7,892.72
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM,isolated,49,1783184426.9432,1783184426.9433,1783184429.5759,1783184429.5759,2632.4112,0.0026,658.4558,slm,continue_operation,emergency_stop,emergency_stop,True,2631.985,59.5,892.72
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM,isolated,50,1783184427.6021,1783184427.6022,1783184430.1229,1783184430.1229,2520.55,0.0069,630.5525,slm,continue_operation,emergency_stop,emergency_stop,True,2519.852,60.0,892.72
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,1,1783184429.1724,1783184429.1725,1783184438.2686,1783184438.2686,9095.9984,0.0026,2274.2068,slm,continue_operation,emergency_stop,emergency_stop,True,9095.399,59.0,914.53
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,2,1783184431.447,1783184431.4471,1783184434.262,1783184434.262,2814.7884,0.0026,703.942,slm,continue_operation,emergency_stop,emergency_stop,True,2814.301,57.9,916.3
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,3,1783184432.1514,1783184432.1514,1783184435.2264,1783184435.2264,3074.8672,0.0025,768.9616,slm,continue_operation,emergency_stop,emergency_stop,True,3074.302,58.4,920.8
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,4,1783184432.9207,1783184432.9207,1783184435.5318,1783184435.5318,2610.8936,0.0025,652.9652,slm,continue_operation,emergency_stop,emergency_stop,True,2610.262,58.4,920.91
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,5,1783184433.574,1783184433.5741,1783184436.1239,1783184436.1239,2549.6996,0.0067,637.7198,slm,continue_operation,emergency_stop,emergency_stop,True,2548.86,57.9,925.44
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,6,1783184434.2124,1783184434.2124,1783184434.9739,1783184434.9739,761.2257,0.0178,761.6014,slm,continue_operation,continue_operation,continue_operation,False,761.076,57.9,925.53
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,7,1783184434.9744,1783184434.9744,1783184437.6623,1783184437.6623,2687.7608,0.0029,672.1805,slm,continue_operation,emergency_stop,emergency_stop,True,2687.182,59.5,925.53
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,8,1783184435.6469,1783184435.6469,1783184438.3888,1783184438.3888,2741.6948,0.0026,685.6834,slm,continue_operation,emergency_stop,emergency_stop,True,2739.827,59.5,916.22
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,9,1783184436.333,1783184436.333,1783184438.9853,1783184438.9853,2652.1608,0.0028,663.2804,slm,continue_operation,emergency_stop,emergency_stop,True,2650.573,59.5,916.22
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,10,1783184436.9966,1783184436.9967,1783184439.6569,1783184439.6569,2660.0564,0.0026,665.261,slm,continue_operation,emergency_stop,emergency_stop,True,2658.109,60.0,916.22
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,11,1783184437.6623,1783184437.6623,1783184438.3377,1783184438.3378,675.3139,0.0172,675.539,slm,continue_operation,continue_operation,continue_operation,False,674.834,58.4,916.22
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,12,1783184438.3382,1783184438.3382,1783184438.9834,1783184438.9834,645.0814,0.0167,645.3003,slm,continue_operation,continue_operation,continue_operation,False,644.947,60.0,934.8
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,13,1783184438.9838,1783184438.9839,1783184441.6295,1783184441.6295,2645.5108,0.0026,661.6133,slm,continue_operation,emergency_stop,emergency_stop,True,2644.944,60.6,936.55
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,14,1783184439.6458,1783184439.6458,1783184442.626,1783184442.626,2980.0252,0.0026,745.2465,slm,continue_operation,emergency_stop,emergency_stop,True,2979.381,59.0,938.28
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,15,1783184440.3914,1783184440.3915,1783184442.8017,1783184442.8017,2410.1032,0.0067,602.8248,slm,continue_operation,emergency_stop,emergency_stop,True,2409.272,59.5,942.91
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,16,1783184440.9949,1783184440.9949,1783184443.9659,1783184443.9659,2970.762,0.0079,743.1186,slm,continue_operation,emergency_stop,emergency_stop,True,2969.908,59.5,947.44
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,17,1783184441.7386,1783184441.7387,1783184442.4354,1783184442.4354,696.4943,0.0169,696.842,slm,continue_operation,continue_operation,activate_cooling,False,696.349,58.4,947.44
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,18,1783184442.4358,1783184442.4359,1783184445.1212,1783184445.1212,2685.1956,0.0069,671.6,slm,continue_operation,emergency_stop,emergency_stop,True,2684.384,59.0,951.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,19,1783184443.1081,1783184443.1081,1783184445.6145,1783184445.6145,2506.1804,0.0066,626.9735,slm,continue_operation,emergency_stop,emergency_stop,True,2505.347,58.4,952.0
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,20,1783184443.7357,1783184443.7357,1783184444.4029,1783184444.4029,666.9564,0.0285,667.3359,slm,continue_operation,continue_operation,continue_operation,False,666.735,58.4,952.58
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,21,1783184444.4036,1783184444.4037,1783184447.1763,1783184447.1763,2772.4188,0.0067,693.5353,slm,continue_operation,emergency_stop,emergency_stop,True,2771.578,57.3,952.58
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,22,1783184445.0978,1783184445.0978,1783184445.7953,1783184445.7953,697.1677,0.0293,697.5604,slm,continue_operation,continue_operation,activate_cooling,False,696.583,59.0,952.58
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,23,1783184445.796,1783184445.7961,1783184446.5097,1783184446.5098,713.4442,0.0172,713.8005,slm,continue_operation,continue_operation,activate_cooling,False,713.115,60.0,952.58
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,24,1783184446.5102,1783184446.5102,1783184447.2148,1783184447.2148,704.4309,0.0174,704.6517,slm,continue_operation,continue_operation,activate_cooling,False,704.105,59.0,952.58
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,25,1783184447.2152,1783184447.2152,1783184447.9707,1783184447.9707,755.3044,0.0172,755.5229,slm,continue_operation,continue_operation,continue_operation,False,755.139,59.0,966.66
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,26,1783184447.9711,1783184447.9711,1783184448.6596,1783184448.6597,688.3848,0.017,688.5935,slm,continue_operation,continue_operation,activate_cooling,False,688.242,60.0,966.66
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,27,1783184448.6601,1783184448.6601,1783184451.2906,1783184451.2906,2630.3816,0.0027,657.8405,slm,continue_operation,emergency_stop,emergency_stop,True,2629.855,59.5,966.66
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,28,1783184449.3183,1783184449.3183,1783184452.128,1783184452.128,2809.608,0.0071,702.7061,slm,continue_operation,emergency_stop,emergency_stop,True,2805.992,59.5,952.58
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,29,1783184450.0216,1783184450.0216,1783184450.8016,1783184450.8016,779.6737,0.028,780.0531,slm,continue_operation,continue_operation,continue_operation,False,779.465,59.0,971.3
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,30,1783184450.8023,1783184450.8023,1783184453.8067,1783184453.8067,3004.0892,0.0027,751.3895,slm,continue_operation,emergency_stop,emergency_stop,True,3003.456,59.0,971.3
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,31,1783184451.554,1783184451.5541,1783184452.23,1783184452.23,675.7924,0.0277,676.0439,slm,continue_operation,continue_operation,activate_cooling,False,674.772,59.0,952.58
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,32,1783184452.2307,1783184452.2308,1783184454.7979,1783184454.7979,2566.9272,0.0028,642.1002,slm,continue_operation,emergency_stop,emergency_stop,True,2564.714,60.6,954.33
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,33,1783184452.8732,1783184452.8732,1783184455.6512,1783184455.6512,2777.8288,0.0029,694.699,slm,continue_operation,emergency_stop,emergency_stop,True,2775.672,61.7,956.2
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,34,1783184453.5683,1783184453.5683,1783184456.5539,1783184456.5539,2985.4668,0.0028,746.6154,slm,continue_operation,emergency_stop,emergency_stop,True,2984.892,59.0,976.53
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,35,1783184454.3153,1783184454.3153,1783184455.0199,1783184455.0199,704.4188,0.0289,704.689,slm,continue_operation,continue_operation,continue_operation,False,703.447,60.0,959.67
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,36,1783184455.0206,1783184455.0207,1783184455.7225,1783184455.7226,701.5816,0.0301,701.9954,slm,continue_operation,continue_operation,continue_operation,False,701.369,59.5,980.0
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,37,1783184455.7233,1783184455.7234,1783184458.4032,1783184458.4032,2679.56,0.0072,670.336,slm,continue_operation,emergency_stop,emergency_stop,True,2678.5,60.0,984.64
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,38,1783184456.3943,1783184456.3943,1783184457.0917,1783184457.0917,697.0932,0.0183,697.4425,slm,continue_operation,continue_operation,activate_cooling,False,696.521,60.0,964.89
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,39,1783184457.0921,1783184457.0921,1783184459.9018,1783184459.9018,2809.5488,0.0072,702.704,slm,continue_operation,emergency_stop,emergency_stop,True,2805.905,57.9,966.62
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,40,1783184457.7955,1783184457.7955,1783184458.4572,1783184458.4573,661.4942,0.0168,661.8477,slm,continue_operation,continue_operation,activate_cooling,False,661.022,59.5,968.38
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,41,1783184458.4577,1783184458.4577,1783184461.1219,1783184461.1219,2664.0924,0.0026,666.2526,slm,continue_operation,emergency_stop,emergency_stop,True,2662.144,58.4,970.11
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,42,1783184459.1243,1783184459.1243,1783184459.8467,1783184459.8467,722.249,0.03,722.5076,slm,continue_operation,continue_operation,continue_operation,False,721.338,59.5,971.84
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,43,1783184459.8475,1783184459.8475,1783184462.8096,1783184462.8096,2961.8396,0.0029,740.8355,slm,continue_operation,emergency_stop,emergency_stop,True,2959.77,60.6,973.61
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,44,1783184460.5887,1783184460.5887,1783184461.2525,1783184461.2525,663.6409,0.0166,663.8437,slm,continue_operation,continue_operation,continue_operation,False,663.512,59.0,989.14
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,45,1783184461.2529,1783184461.2529,1783184461.9918,1783184461.9919,738.8006,0.029,739.0418,slm,continue_operation,continue_operation,continue_operation,False,738.591,57.9,995.7
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,46,1783184461.9926,1783184461.9926,1783184464.8012,1783184464.8012,2808.2768,0.007,702.5031,slm,continue_operation,emergency_stop,emergency_stop,True,2804.064,58.4,978.84
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,47,1783184462.6957,1783184462.6958,1783184463.4336,1783184463.4336,737.5875,0.0164,737.9273,slm,continue_operation,continue_operation,activate_cooling,False,737.115,59.0,980.59
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,48,1783184463.434,1783184463.434,1783184464.1375,1783184464.1375,703.3424,0.0171,703.5473,slm,continue_operation,continue_operation,continue_operation,False,702.863,58.4,982.33
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,49,1783184464.1379,1783184464.138,1783184466.993,1783184466.993,2854.8488,0.0027,713.952,slm,continue_operation,emergency_stop,emergency_stop,True,2852.982,59.5,984.06
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,connected,50,1783184464.8522,1783184464.8523,1783184467.7475,1783184467.7475,2895.0572,0.0027,723.994,slm,continue_operation,emergency_stop,activate_cooling,True,2893.057,59.0,985.81
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,1,1783184465.5768,1783184465.5768,1783184468.3193,1783184468.3193,2742.3908,0.0028,685.8145,slm,continue_operation,emergency_stop,emergency_stop,True,2740.46,60.0,987.55
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,2,1783184466.263,1783184466.263,1783184468.8555,1783184468.8556,2592.426,0.0069,648.4079,slm,continue_operation,emergency_stop,emergency_stop,True,2588.938,61.1,989.28
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,3,1783184466.912,1783184466.9121,1783184467.5856,1783184467.5856,673.2982,0.016,673.6335,slm,continue_operation,continue_operation,continue_operation,False,672.802,61.1,991.02
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,4,1783184467.586,1783184467.586,1783184468.2649,1783184468.2649,678.7583,0.0165,678.9671,slm,continue_operation,continue_operation,continue_operation,False,678.279,60.6,992.77
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,5,1783184468.2653,1783184468.2653,1783184471.1927,1783184471.1927,2927.2076,0.0028,732.0277,slm,continue_operation,emergency_stop,emergency_stop,True,2926.631,60.6,1013.09
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,6,1783184468.9977,1783184468.9977,1783184469.6809,1783184469.6809,682.9799,0.0165,683.1933,slm,continue_operation,continue_operation,activate_cooling,False,682.407,61.1,996.23
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,7,1783184469.6813,1783184469.6813,1783184472.5508,1783184472.5508,2869.3876,0.007,717.6387,slm,continue_operation,emergency_stop,emergency_stop,True,2865.592,58.4,997.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,8,1783184470.3996,1783184470.3996,1783184471.2242,1783184471.2242,824.3512,0.0163,824.6989,slm,continue_operation,continue_operation,activate_cooling,False,824.219,59.5,1018.12
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,9,1783184471.2246,1783184471.2247,1783184473.6958,1783184473.6958,2470.9708,0.0027,617.9803,slm,continue_operation,emergency_stop,emergency_stop,True,2470.416,59.5,1018.12
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,10,1783184471.843,1783184471.843,1783184472.4787,1783184472.4787,635.5283,0.0266,635.7772,slm,continue_operation,continue_operation,activate_cooling,False,634.897,59.0,1018.12
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,11,1783184472.4794,1783184472.4794,1783184473.2187,1783184473.2187,739.0316,0.018,739.3752,slm,continue_operation,continue_operation,continue_operation,False,738.886,61.1,1027.58
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,12,1783184473.2192,1783184473.2192,1783184473.9786,1783184473.9786,759.2886,0.0164,759.4986,slm,continue_operation,continue_operation,activate_cooling,False,758.936,60.0,1018.12
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,13,1783184473.979,1783184473.979,1783184474.6728,1783184474.6728,693.6412,0.0168,693.8576,slm,continue_operation,continue_operation,continue_operation,False,693.242,60.0,1018.12
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,14,1783184474.6732,1783184474.6733,1783184475.4017,1783184475.4018,728.356,0.0292,728.601,slm,continue_operation,continue_operation,continue_operation,False,727.47,58.4,1018.12
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,15,1783184475.4025,1783184475.4025,1783184478.2882,1783184478.2883,2885.4876,0.0067,721.8132,slm,continue_operation,emergency_stop,activate_cooling,True,2882.466,57.9,1018.12
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,16,1783184476.1249,1783184476.125,1783184476.8314,1783184476.8314,706.1784,0.0259,706.5488,slm,continue_operation,continue_operation,continue_operation,False,705.201,59.5,1018.12
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,17,1783184476.8321,1783184476.8322,1783184477.5361,1783184477.5361,703.7343,0.0162,704.0687,slm,continue_operation,continue_operation,continue_operation,False,703.206,58.4,1018.12
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,18,1783184477.5365,1783184477.5366,1783184478.2131,1783184478.2131,676.3793,0.0162,676.5877,slm,continue_operation,continue_operation,continue_operation,False,675.888,61.7,1020.0
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,19,1783184478.2135,1783184478.2135,1783184481.1195,1783184481.1195,2905.8504,0.0028,726.6839,slm,continue_operation,emergency_stop,emergency_stop,True,2903.898,59.0,1021.75
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,20,1783184478.9405,1783184478.9406,1783184479.595,1783184479.5951,654.3369,0.0174,654.5781,slm,continue_operation,continue_operation,continue_operation,False,653.851,59.5,1023.48
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,21,1783184479.5955,1783184479.5955,1783184482.1642,1783184482.1642,2568.5764,0.0025,642.3734,slm,continue_operation,emergency_stop,emergency_stop,True,2566.691,60.0,1025.23
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,22,1783184480.2382,1783184480.2382,1783184482.9541,1783184482.9541,2715.7516,0.0029,679.1583,slm,continue_operation,emergency_stop,emergency_stop,True,2713.835,59.0,1026.97
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,23,1783184480.9177,1783184480.9177,1783184483.4072,1783184483.4072,2489.3764,0.0026,622.5679,slm,continue_operation,emergency_stop,emergency_stop,True,2488.816,60.6,1026.97
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,24,1783184481.5407,1783184481.5407,1783184484.1681,1783184484.1681,2627.224,0.0027,657.042,slm,continue_operation,emergency_stop,emergency_stop,True,2626.658,60.6,1026.97
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,25,1783184482.1981,1783184482.1981,1783184483.0052,1783184483.0053,806.9741,0.0274,807.2164,slm,continue_operation,continue_operation,activate_cooling,False,806.777,59.0,1026.97
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,26,1783184483.0061,1783184483.0062,1783184483.6421,1783184483.6421,635.7138,0.0175,636.0628,slm,continue_operation,continue_operation,continue_operation,False,635.544,61.1,1026.97
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,27,1783184483.6426,1783184483.6426,1783184486.2713,1783184486.2713,2628.5808,0.0026,657.3772,slm,continue_operation,emergency_stop,emergency_stop,True,2628.07,60.6,1026.97
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,28,1783184484.3003,1783184484.3003,1783184487.0919,1783184487.0919,2791.4692,0.0028,698.0858,slm,continue_operation,emergency_stop,emergency_stop,True,2790.911,60.0,1026.97
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,29,1783184484.9987,1783184484.9988,1783184487.7494,1783184487.7494,2750.4964,0.0027,687.8619,slm,continue_operation,emergency_stop,emergency_stop,True,2749.923,61.1,1026.97
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,30,1783184485.687,1783184485.687,1783184486.4296,1783184486.4297,742.5173,0.0169,742.7291,slm,continue_operation,continue_operation,activate_cooling,False,742.388,60.0,1026.97
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,31,1783184486.4301,1783184486.4301,1783184487.212,1783184487.212,781.7834,0.0275,782.0131,slm,continue_operation,continue_operation,activate_cooling,False,781.585,57.9,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,32,1783184487.2127,1783184487.2128,1783184490.0637,1783184490.0637,2850.7228,0.0026,713.0371,slm,continue_operation,emergency_stop,emergency_stop,True,2850.161,59.5,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,33,1783184487.9261,1783184487.9262,1783184488.6513,1783184488.6513,725.04,0.0163,725.2458,slm,continue_operation,continue_operation,continue_operation,False,724.919,61.1,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,34,1783184488.6518,1783184488.6518,1783184491.3631,1783184491.3631,2711.1336,0.0071,678.072,slm,continue_operation,emergency_stop,emergency_stop,True,2710.347,60.0,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,35,1783184489.3305,1783184489.3305,1783184489.9954,1783184489.9954,664.6448,0.0165,664.9743,slm,continue_operation,continue_operation,activate_cooling,False,664.511,61.1,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,36,1783184489.9958,1783184489.9958,1783184490.6654,1783184490.6655,669.4848,0.0161,669.6853,slm,continue_operation,continue_operation,continue_operation,False,669.337,60.6,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,37,1783184490.6659,1783184490.6659,1783184493.3281,1783184493.3281,2662.0932,0.0069,665.8096,slm,continue_operation,emergency_stop,emergency_stop,True,2661.351,60.6,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,38,1783184491.3323,1783184491.3323,1783184494.0795,1783184494.0795,2746.8756,0.0036,687.1163,slm,continue_operation,emergency_stop,emergency_stop,True,2746.322,60.0,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,39,1783184492.0198,1783184492.0198,1783184492.627,1783184492.627,607.0457,0.0174,607.2594,slm,continue_operation,continue_operation,activate_cooling,False,606.911,62.2,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,40,1783184492.6274,1783184492.6275,1783184493.3182,1783184493.3182,690.5977,0.0284,690.8462,slm,continue_operation,continue_operation,continue_operation,False,690.391,60.6,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,41,1783184493.3189,1783184493.319,1783184495.9682,1783184495.9682,2648.9692,0.0069,662.6747,slm,continue_operation,emergency_stop,emergency_stop,True,2648.157,61.1,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,42,1783184493.9822,1783184493.9822,1783184494.6454,1783184494.6454,662.9112,0.0163,663.2409,slm,continue_operation,continue_operation,activate_cooling,False,662.779,61.7,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,43,1783184494.6458,1783184494.6458,1783184495.3477,1783184495.3477,701.7334,0.0165,701.9327,slm,continue_operation,continue_operation,continue_operation,False,701.607,59.5,1026.98
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,44,1783184495.3481,1783184495.3481,1783184496.1336,1783184496.1336,785.3729,0.0174,785.576,slm,continue_operation,continue_operation,activate_cooling,False,785.236,59.5,1027.0
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,45,1783184496.1341,1783184496.1341,1783184498.7682,1783184498.7682,2634.0128,0.0069,658.7936,slm,continue_operation,emergency_stop,emergency_stop,True,2632.966,60.6,1027.0
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,46,1783184496.7935,1783184496.7935,1783184499.6455,1783184499.6455,2851.8056,0.0069,713.3588,slm,continue_operation,emergency_stop,emergency_stop,True,2851.0,60.0,1027.0
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,47,1783184497.5074,1783184497.5075,1783184499.9092,1783184499.9092,2401.54,0.0032,600.7485,slm,continue_operation,emergency_stop,emergency_stop,True,2400.964,61.7,1027.0
0665b4ba-6054-4f8b-b78a-778c1dbed40b,42,Pure-SLM+GBNF,degraded,48,1783184498.1086,1783184498.1086,1783184500.8452,1783184500.8452,2736.4716,0.0075,684.4246,slm,continue_operation,emergency_stop,emergency_stop,True,2735.622,60.6,1027.0
